slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
2503,van         ,toyota,townace     ,petrol     ,1992     ,100000       ,100325 ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,1                 ,1         ,0     ,0      ,6950
2504,van         ,toyota,townace     ,petrol     ,1995     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,6250
2505,van         ,toyota,townace     ,petrol     ,1995     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,1     ,1      ,6000
2506,van         ,toyota,townace     ,petrol     ,1995     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,0               ,0          ,1         ,1          ,0                   ,0                 ,0         ,0     ,0      ,6100
2507,van         ,toyota,townace     ,petrol     ,1995     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,0     ,1      ,6200
2508,van         ,toyota,townace     ,petrol     ,1995     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,0                   ,0                 ,1         ,1     ,0      ,6150
2509,van         ,toyota,townace     ,petrol     ,1995     ,50000        ,50115  ,1         ,1         ,1                ,1                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,6100
2510,van         ,toyota,townace     ,petrol     ,1995     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,0                 ,0         ,0     ,1      ,5900
2511,van         ,toyota,townace     ,petrol     ,1995     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,0               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,0      ,6000
2512,van         ,toyota,townace     ,petrol     ,1995     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,0               ,0          ,0         ,0          ,1                   ,0                 ,0         ,1     ,0      ,6250
2513,van         ,toyota,townace     ,petrol     ,1995     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,0     ,1      ,6000
2514,van         ,toyota,townace     ,petrol     ,1995     ,100000       ,100325 ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,1                 ,1         ,0     ,0      ,6100
2515,van         ,toyota,townace     ,petrol     ,1996     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,7300
2516,van         ,toyota,townace     ,petrol     ,1996     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,1     ,1      ,7250
